longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,,ocean_proximity,income_cat,,median_house_value,median_house_value prediction
-122.06,37.34,20,3435,593,1293,553,6.7578,,<1H OCEAN,5,,451400,374636.17
-117.43,33.93,36,2386,396,1176,374,4.5122,,INLAND,4,,113300,139180
-117.06,33.13,12,8742,2114,4854,1957,2.8015,,<1H OCEAN,2,,143500,144458
-118.52,34.32,18,7498,976,3189,955,8.1248,,<1H OCEAN,5,,374000,407763.12
-117.91,33.94,15,5799,842,2314,787,6.3433,,<1H OCEAN,5,,350500,307943.03
-118.32,34.14,23,4574,1423,1624,995,4.0965,,<1H OCEAN,3,,500001,415635.26
-118.49,34.13,24,4394,,1443,528,11.2979,,<1H OCEAN,5,,500001,500001
-121.94,37.25,16,3942,749,1894,737,5.2894,,<1H OCEAN,4,,332800,276158
-121.44,38.63,38,1673,399,1116,382,1.3302,,INLAND,1,,62200,62707
-118.74,34.26,22,4337,673,2347,636,5.4091,,<1H OCEAN,4,,222400,237664
-119.38,36.53,38,1281,,1423,293,1.9602,,INLAND,2,,51400,56765
-117.95,33.93,37,2633,630,1904,630,2.6123,,<1H OCEAN,2,,161300,170950
-119.69,36.82,17,1897,433,1207,384,1.8021,,INLAND,2,,55900,64708
-121.1,39.08,13,1110,216,602,209,2.5887,,INLAND,2,,144400,126986
-118.04,34.15,34,1523,311,676,295,3.3621,,INLAND,3,,377200,210433
-118.26,33.77,36,886,253,809,219,2.4545,,NEAR OCEAN,2,,164200,165259.01
-117.14,32.71,52,500,,480,108,1.8696,,NEAR OCEAN,2,,91100,116697
-119.25,34.27,46,679,159,382,143,3.5,,NEAR OCEAN,3,,221200,223560
-118.39,34.04,52,1492,277,666,289,4.7386,,<1H OCEAN,4,,340400,367020.06
-118.11,34,24,2403,590,2103,547,2.7292,,<1H OCEAN,2,,193800,174747
-121.38,38.64,19,4563,1069,2256,926,2.1472,,INLAND,2,,143400,107855
-118.02,34.08,29,2741,667,2449,677,3.6944,,INLAND,3,,175200,259880
-116.94,32.83,38,1701,317,872,304,3.7831,,<1H OCEAN,3,,147800,160980
-121.75,36.91,32,1461,422,1494,416,2.8056,,<1H OCEAN,2,,173200,158178
-118.16,33.78,15,4798,1374,3087,1212,2.127,,NEAR OCEAN,2,,163300,166574
-119.77,36.73,44,1960,393,1286,381,2.1518,,INLAND,2,,53000,62239
-119.46,36.61,13,1348,258,719,246,3.625,,INLAND,3,,108300,93393
-118.5,34.19,35,2720,490,1158,445,5.0796,,<1H OCEAN,4,,228300,264849.02
-118.34,33.95,25,3762,1281,4015,1178,2.1587,,<1H OCEAN,2,,143800,151426
-116.91,33.71,19,6807,1164,2703,1055,3.1591,,INLAND,3,,189700,131556
-117.12,32.7,14,819,237,827,237,1.3194,,NEAR OCEAN,1,,90500,92266
-121.97,37.36,36,765,134,306,136,4.575,,<1H OCEAN,4,,247600,263306.01
-122.82,38.53,27,1823,360,907,317,3.276,,<1H OCEAN,3,,172900,180544
-119.06,36.1,21,1344,249,868,221,2.5893,,INLAND,2,,63600,69814
-117.98,33.85,23,2089,377,1085,362,4.765,,<1H OCEAN,4,,181500,230715
-121.43,37.75,30,1912,451,1065,388,2.1424,,INLAND,2,,125000,82680
-116.98,33.93,40,2277,498,1391,453,1.9472,,INLAND,2,,73200,78807
-121.55,39.51,48,827,198,396,161,0.8024,,INLAND,1,,58300,67951
-118.17,33.77,45,2151,643,1047,579,3.1149,,NEAR OCEAN,3,,218800,294633.01
-117.14,32.76,32,2587,681,1246,650,2.1727,,NEAR OCEAN,2,,145500,148394
-118.13,34.07,32,1880,428,1404,424,3.085,,<1H OCEAN,3,,220500,213050
-117.9,33.65,30,1634,373,771,364,3.4125,,<1H OCEAN,3,,284100,286996.02
-118.25,33.86,26,3022,476,1852,452,6.0531,,<1H OCEAN,5,,186400,286685
-119.05,34.21,27,4357,926,2110,876,3.0119,,<1H OCEAN,3,,218200,203250
-121.89,37.66,3,1565,464,769,461,2.1187,,INLAND,2,,231300,168972
-118.4,34.05,34,2113,459,859,432,3.6953,,<1H OCEAN,3,,500001,425118.26
-118.4,33.99,39,1613,380,1113,356,2.825,,<1H OCEAN,2,,276700,269891
-118.23,33.98,30,2562,959,3909,955,1.9929,,<1H OCEAN,2,,150600,125271
-118.25,33.95,48,1766,424,1655,420,0.9751,,<1H OCEAN,1,,95500,97743
-122.27,37.85,52,1974,426,875,363,1.5817,,NEAR BAY,2,,153600,128285
-121.45,38.48,28,2780,510,1638,533,2.9571,,INLAND,2,,103100,98409
-121.36,38.64,24,6540,1008,2667,1031,5.5632,,INLAND,4,,175200,212489
-118.21,34.06,30,511,153,1152,149,2.3611,,<1H OCEAN,2,,156800,136482
-122.75,38.5,16,4196,638,1713,615,5.449,,<1H OCEAN,4,,252100,248232
-122.27,37.51,36,1406,224,598,237,5.8964,,NEAR OCEAN,4,,414800,399625.16
-122.12,37.68,40,1553,253,724,267,4.38,,NEAR BAY,3,,196400,198948
-121.45,38.56,52,3420,555,1301,530,4.0417,,INLAND,3,,173800,154968
-121.55,38.51,14,5490,851,2415,837,6.5253,,INLAND,5,,216800,273643
-117.87,33.6,35,1598,398,782,411,5.1155,,<1H OCEAN,4,,500000,395544.36
-118.05,33.72,17,1875,472,900,406,5.2589,,<1H OCEAN,4,,226100,242228.02
-118.48,34.02,25,1583,460,983,422,2.7019,,<1H OCEAN,2,,293800,365263.08
-119.67,36.8,9,3712,508,1632,474,6.011,,INLAND,5,,163100,166606
-118.09,33.79,31,4231,617,1694,623,6.6312,,<1H OCEAN,5,,360100,389088.18
-118.35,34.07,46,1651,410,512,397,4.0179,,<1H OCEAN,3,,350000,418702.22
-118.2,34.05,40,1082,318,1085,273,1.7054,,<1H OCEAN,2,,117200,140213
-121.01,37.69,20,3275,760,1538,705,2.48,,INLAND,2,,135600,132411
-117.25,34.04,18,5761,1063,2763,1058,4.4472,,INLAND,3,,161100,143748
-122.22,37.78,50,1920,530,1525,477,1.4886,,NEAR BAY,1,,128800,123793
-118.46,33.97,19,2461,521,777,447,10,,<1H OCEAN,5,,500001,487108.68
-117.28,34.17,26,3728,888,1765,727,1.7456,,INLAND,2,,86800,87759
-120.47,34.65,31,1438,320,816,270,2.4583,,NEAR OCEAN,2,,128100,154912
-121.87,37.26,24,2383,343,1146,341,5.6223,,<1H OCEAN,4,,265700,274870
-122.26,38.29,10,969,160,482,180,6.5799,,NEAR BAY,5,,218100,309740.04
-122,38.35,24,745,116,300,115,3.6176,,INLAND,3,,158500,137715
-118.27,34.05,24,323,214,751,189,1.8304,,<1H OCEAN,2,,225000,225608
-118.21,33.96,39,2265,628,2323,599,2.1522,,<1H OCEAN,2,,155300,156765
-118.05,33.78,18,3414,434,1272,454,8.7015,,<1H OCEAN,5,,390900,409610.2
-121.89,37.25,21,2080,352,1040,325,5.2887,,<1H OCEAN,4,,264500,260749
-118.09,33.76,26,1625,440,533,414,1.808,,<1H OCEAN,2,,58500,80236
-119.56,36.09,35,1648,285,792,265,3.2847,,INLAND,3,,64700,77816
-118.13,33.79,20,6678,1797,3625,1599,3.7716,,NEAR OCEAN,3,,242900,244311.02
-122.02,37.87,14,3056,369,1209,377,8.4352,,NEAR BAY,5,,441400,395685.1
-122.26,37.82,31,4596,1331,2048,1180,2.8345,,NEAR BAY,2,,183800,247071
-121.98,37.31,32,2248,460,1191,419,5.606,,<1H OCEAN,4,,288900,307566.02
-117.34,34.13,29,1494,286,991,280,2.125,,INLAND,2,,70600,80455
-117.01,32.81,26,4499,645,1866,626,5.516,,<1H OCEAN,4,,185100,220155
-117.82,33.78,28,4485,667,2048,685,5.4562,,<1H OCEAN,4,,274700,250861
-122.57,40.61,27,1540,315,883,321,2.8036,,INLAND,2,,93400,91892
-118.18,33.95,39,2121,579,1991,528,2.9094,,<1H OCEAN,2,,152200,158468
-117.39,33.95,35,1599,284,721,287,4.125,,INLAND,3,,120700,139619
-117.35,34.15,32,2699,552,2086,551,2.2974,,INLAND,2,,84500,85668
-117.84,33.73,20,2572,732,1534,669,2.4211,,<1H OCEAN,2,,175000,181035.01
-119.54,36.52,16,2703,415,1106,372,4.2045,,INLAND,3,,120900,106840
-122.31,37.54,45,1222,220,492,205,5.539,,NEAR OCEAN,4,,396900,327266.06
-122.4,37.81,12,1349,349,536,334,7.7852,,NEAR BAY,5,,250000,407184.11
-118.33,34.01,47,1320,259,653,291,3.7727,,<1H OCEAN,3,,193000,179919.01
-116.92,32.79,24,4055,742,2123,744,4.5224,,<1H OCEAN,4,,142000,170026
-117.13,33.13,17,3164,652,1123,699,2.082,,<1H OCEAN,2,,80000,135935
-118.25,34.13,52,322,88,229,89,2.125,,<1H OCEAN,2,,243800,219505.04
-121.03,39.37,15,1337,326,1172,306,2.6341,,INLAND,2,,85000,89871
-121.29,37.95,52,288,86,272,54,0.696,,INLAND,1,,42500,72044
-117.88,33.88,15,957,360,615,370,3.0263,,<1H OCEAN,3,,162500,165104
-118.38,34.19,42,1308,289,950,302,2.7379,,<1H OCEAN,2,,181500,188786
-122.09,37.66,40,1340,313,766,271,3.4722,,NEAR BAY,3,,135400,174713
-122.05,39.6,34,2051,342,958,322,2.8466,,INLAND,2,,95300,83202
-117.2,32.77,30,156,45,77,40,3.2679,,NEAR OCEAN,3,,137500,213263.06
-122.03,37.97,20,3968,931,2629,903,2.9915,,NEAR BAY,2,,166700,164112
-117.24,32.85,18,3117,475,904,368,6.7587,,NEAR OCEAN,5,,388500,342899.07
-118.53,34.09,37,5477,833,1925,757,8.1888,,<1H OCEAN,5,,500001,495438.89
-122.29,37.88,50,1211,261,523,227,3.8672,,NEAR BAY,3,,216700,242871
-122.02,37.98,37,1474,343,782,331,3.4187,,NEAR BAY,3,,161700,150903
-122.26,37.48,34,4453,682,1805,672,5.6038,,NEAR OCEAN,4,,451300,343997.02
-122.33,40.52,23,2801,507,1318,454,3.5081,,INLAND,3,,116700,108025
-119.06,34.23,29,3511,632,2591,596,3.0219,,<1H OCEAN,3,,221700,196678
-121.92,37.96,14,5332,884,2093,839,5.2798,,INLAND,4,,237400,197402
-118.88,34.2,23,4862,597,1938,594,7.3409,,<1H OCEAN,5,,316000,346306.02
-122.4,40.58,40,3895,929,1782,910,1.3329,,INLAND,1,,78200,64510
-122.3,38.32,20,2063,486,1045,460,2.5035,,NEAR BAY,2,,153200,158479
-120.1,39.37,10,2325,410,1016,373,4.5208,,INLAND,4,,117300,160992
-119,36.07,20,1042,183,509,175,2.9815,,INLAND,2,,73000,84724
-117.17,32.77,6,3856,875,1547,816,4.5481,,NEAR OCEAN,4,,164800,264749
-122.04,38.25,32,1203,287,571,255,3.0938,,INLAND,3,,110400,125897
-121.84,39.73,52,502,100,311,100,1.5481,,INLAND,2,,200000,90562
-121.23,37.95,36,811,168,514,152,2.625,,INLAND,2,,89200,89282
-116.27,34.13,37,452,109,184,59,3.7292,,INLAND,3,,65800,112711.02
-118.01,34.1,27,2424,542,1713,557,3.8085,,INLAND,3,,181400,217045
-120.4,37.92,22,1022,194,517,198,3.625,,INLAND,3,,99400,138660
-118.35,34.1,18,7432,2793,3596,2270,2.8036,,<1H OCEAN,2,,225000,285578.02
-117.32,33.25,7,2499,420,1314,398,4.85,,<1H OCEAN,4,,186900,192645
-116.9,32.77,8,3600,492,1421,482,6.2609,,<1H OCEAN,5,,307100,292441
-117.08,32.71,27,2204,598,1656,521,1.4821,,NEAR OCEAN,1,,86200,99948
-118.36,33.97,18,1284,283,990,289,4.0179,,<1H OCEAN,3,,195800,240846
-117.41,34,26,2372,621,1647,612,1.4719,,INLAND,1,,88600,93024
-117.33,34.06,42,530,123,390,124,1.0469,,INLAND,1,,67000,82469
-122.15,37.74,49,1325,277,764,282,3.3125,,NEAR BAY,3,,118000,184514.01
-122.07,37.39,19,1465,342,646,345,4.712,,NEAR BAY,4,,289300,267671.01
-121.51,38.55,46,1485,278,531,291,2.7885,,INLAND,2,,137200,122113
-117.15,34.05,9,1442,219,633,230,5.0227,,INLAND,4,,162300,140927
-121.45,38.51,29,4221,901,2294,850,2.2245,,INLAND,2,,75900,84033
-122.05,36.87,18,2232,440,1091,458,3.8269,,NEAR OCEAN,3,,276000,262095
-121.83,37.23,22,5507,841,2785,848,6.0889,,<1H OCEAN,5,,245200,269274
-118.36,33.95,42,2532,627,2038,591,2.875,,<1H OCEAN,2,,177500,158408
-117.18,33.16,15,5923,1206,3943,1006,3.1793,,<1H OCEAN,3,,159900,180228
-117.58,34.09,27,754,200,746,185,1.9531,,INLAND,2,,100800,96866
-121.9,38.04,36,1489,331,838,259,1.2024,,INLAND,1,,90200,86688
-117.46,34.14,10,714,131,381,119,0.8926,,INLAND,1,,116100,127039
-118.43,33.98,19,8324,1590,2927,1538,7.5426,,<1H OCEAN,5,,351700,422023.41
-122.14,39.65,33,419,77,190,67,3.6429,,INLAND,3,,87500,115107
-122.13,39.74,20,1401,280,668,250,2.2569,,INLAND,2,,94300,82812
-121.83,37.3,17,1299,211,825,217,4.5,,<1H OCEAN,3,,235800,225664.03
-118.1,33.99,31,965,217,599,206,2.7202,,<1H OCEAN,2,,190300,175539
-122.46,37.7,37,1028,275,904,261,3.5035,,NEAR OCEAN,3,,238600,237768
-118.28,34.24,29,3390,580,1543,576,5.6184,,<1H OCEAN,4,,316900,294471.01
-121.93,37.89,13,2085,292,852,264,7.3445,,INLAND,5,,366700,292017
-118.5,34.03,52,1711,245,671,242,7.7572,,<1H OCEAN,5,,500001,483166.75
-121.29,38.12,18,1534,275,741,263,3.9607,,INLAND,3,,132500,152962
-117.22,32.85,26,1647,261,694,259,4.6875,,NEAR OCEAN,4,,274400,214390
-122.47,37.77,52,3143,635,1350,623,3.8571,,NEAR BAY,3,,366700,417515.23
-118.38,34.07,16,4814,1381,1897,1209,3.3725,,<1H OCEAN,3,,375000,415291.35
-117.91,34.08,35,1443,266,861,262,3.5795,,<1H OCEAN,3,,186900,196207
-118.32,34.1,52,786,270,756,273,2.2311,,<1H OCEAN,2,,206300,234047.01
-121.36,38.01,16,2178,667,1192,579,2.3339,,INLAND,2,,87100,111086
-118.12,33.99,27,2316,559,2012,544,2.8155,,<1H OCEAN,2,,176800,179642
-118.14,33.91,34,1766,410,974,404,3.0703,,<1H OCEAN,3,,180800,208190
-122.2,37.79,35,1802,459,1009,390,2.3036,,NEAR BAY,2,,126000,122252
-118.13,34.19,42,2203,412,1012,377,4.0714,,INLAND,3,,234000,262877
-118.9,35.41,6,4656,971,2320,935,3.0938,,INLAND,3,,100800,87287
-114.61,34.83,31,2478,464,1346,479,3.212,,INLAND,3,,70400,84198
-118.14,33.78,44,2101,496,1038,500,3.108,,NEAR OCEAN,3,,217900,268700.01
-121.12,35.58,16,4109,798,1298,626,3.4799,,NEAR OCEAN,3,,320800,256849
-117.65,34.04,15,3393,,2039,611,3.9336,,INLAND,3,,151000,161280
-121.84,37.37,28,1579,339,1252,353,4.1615,,<1H OCEAN,3,,214800,177571.01
-118.27,33.79,39,1513,365,1227,354,3.3929,,<1H OCEAN,3,,184600,171546
-120.56,38.48,14,3545,702,946,411,3.4609,,INLAND,3,,120900,138229
-121.39,39.61,22,2828,610,986,391,2.8871,,INLAND,2,,94700,90155
-116.92,32.76,7,1659,237,862,242,5.2741,,<1H OCEAN,4,,249400,185419
-121.29,37.96,52,888,324,630,258,1.2411,,INLAND,1,,112500,88886
-118.03,33.78,25,3554,528,1600,537,6.6453,,<1H OCEAN,5,,270100,319471.02
-117.83,33.68,4,3226,838,1666,800,4.1652,,<1H OCEAN,3,,184500,292862.21
-121.79,36.64,11,32627,6445,28566,6082,2.3087,,<1H OCEAN,2,,118800,167068
-118.43,34.02,42,1528,244,634,242,8.1631,,<1H OCEAN,5,,500001,498183.96
-121.9,36.97,21,3707,751,1420,608,4.4485,,NEAR OCEAN,3,,295200,288794
-121.95,37.33,31,1866,465,821,447,2.3547,,<1H OCEAN,2,,275900,215892
-121.91,37.42,19,1684,387,1224,376,4.1389,,<1H OCEAN,3,,174100,211153
-117.07,33.12,21,4578,927,2818,900,3.1458,,<1H OCEAN,3,,187700,164372
-118.09,33.77,27,2301,640,847,627,1.7208,,<1H OCEAN,2,,67500,94910
-118.32,33.82,22,2508,402,1254,395,7.0935,,<1H OCEAN,5,,379500,376349.18
-118.12,34.04,34,2103,427,1355,434,4.5795,,<1H OCEAN,4,,235300,213617
-118.22,33.89,37,797,190,485,166,2.7434,,<1H OCEAN,2,,95200,123481
-121.86,36.63,37,338,109,231,100,2.5313,,<1H OCEAN,2,,108300,200776.01
-122.43,37.74,52,2229,498,1079,472,5.0196,,NEAR BAY,4,,324300,340065
-119.19,36.06,29,1815,376,1421,339,1.9091,,INLAND,2,,71300,51420
-117.93,33.65,26,5831,1546,4738,1477,3.1483,,<1H OCEAN,3,,213000,215885
-121.09,37.61,42,1787,296,921,287,3.8864,,INLAND,3,,171400,147677
-122.07,37.67,27,3239,671,1469,616,3.2465,,NEAR BAY,3,,230600,214762
-121.18,37.79,16,1326,286,509,297,1.9464,,INLAND,2,,112500,114702
-120.61,35.11,11,3733,831,1839,739,3.3062,,<1H OCEAN,3,,158500,193989
-117.69,34.05,10,1875,366,1055,363,4.3264,,INLAND,3,,128900,153127
-117.14,33.39,17,2889,587,1931,510,3.8547,,<1H OCEAN,3,,208300,214260
-122.95,40.67,17,1498,331,574,242,2.0268,,INLAND,2,,94200,78064
-118.41,33.96,32,1044,219,567,222,4.1471,,<1H OCEAN,3,,284400,317588.04
-119.76,36.8,20,6257,1346,2795,1267,2.2094,,INLAND,2,,83700,76781
-117.18,32.83,31,1772,353,1090,350,3.9265,,NEAR OCEAN,3,,162000,180443
-117.9,34.01,27,1702,381,2091,352,3.7917,,<1H OCEAN,3,,131100,156783
-122.04,37.36,26,3298,460,1241,472,6.8753,,<1H OCEAN,5,,403000,383338.13
-118.46,34.04,17,2729,897,1404,758,3.1235,,<1H OCEAN,3,,420800,366238.14
-122.2,39.93,9,1296,287,768,260,1.9191,,INLAND,2,,54400,90220
-117.77,33.51,29,3590,772,1070,603,4.4464,,<1H OCEAN,3,,500001,358982.12
-121.99,37.26,17,4034,611,1158,560,8.2069,,<1H OCEAN,5,,442500,416014.19
-117.38,33.14,14,5039,1373,1298,696,3.209,,NEAR OCEAN,3,,313300,211308
-119.76,36.75,39,2233,563,2031,491,1.8641,,INLAND,2,,50800,55792
-117.39,33.69,5,6529,997,3464,1006,5.3275,,<1H OCEAN,4,,168700,229597
-117.05,34.02,21,3098,646,1351,614,2.598,,INLAND,2,,106700,105431
-121.42,38.62,33,3171,832,1591,695,2.0786,,INLAND,2,,88600,98229
-117.93,34.05,32,3055,623,1902,565,4.2926,,<1H OCEAN,3,,190700,199034
-122.41,37.8,30,1821,738,1648,684,0.8836,,NEAR BAY,1,,450000,269148.27
-122.11,37.67,36,2110,389,952,370,3.8,,NEAR BAY,3,,187500,198270
-119.61,36.56,34,1911,497,1886,481,1.625,,INLAND,2,,53000,53085
-118.01,34.06,26,557,153,455,196,2.7721,,INLAND,2,,155400,180512
-118.19,33.99,37,2073,614,2544,598,2.9054,,<1H OCEAN,2,,156300,159201
-118.31,34.03,46,2173,510,1343,476,2.025,,<1H OCEAN,2,,135500,145274
-122.04,37.66,23,2419,348,1066,384,6.3501,,NEAR BAY,5,,350000,315354.01
-122.07,37.06,31,1634,370,939,332,3.8625,,NEAR OCEAN,3,,232300,237711
-121.65,37.12,14,4721,999,2648,888,3.6895,,<1H OCEAN,3,,239300,210671.01
-122.37,37.59,39,4645,1196,2156,1113,3.4412,,NEAR OCEAN,3,,353800,359291.01
-118.4,33.96,43,2416,454,1028,409,5.6732,,<1H OCEAN,4,,330700,403321.21
-118.32,33.34,52,996,264,341,160,2.7361,,ISLAND,2,,450000,301390.04
-118.88,35.34,20,1351,255,762,253,2.1111,,INLAND,2,,105300,64219
-118.4,33.87,40,1679,372,719,385,6.435,,<1H OCEAN,5,,479500,465756.44
-121.37,38.68,34,1086,187,663,190,3.3074,,INLAND,3,,84200,96102
-122.1,37.39,36,1860,367,794,366,5.0871,,NEAR BAY,4,,354500,306817.07
-119.81,36.78,36,1650,313,660,298,3,,INLAND,2,,79700,74138
-117.16,33.54,4,4952,1000,2912,943,3.7538,,<1H OCEAN,3,,147500,205189.04
-117.95,33.78,32,2296,560,1376,532,3.7303,,<1H OCEAN,3,,188500,196108
-122.18,37.46,40,2529,293,831,258,15.0001,,NEAR BAY,5,,500001,500001
-118.32,33.97,46,1504,270,814,306,4.3919,,<1H OCEAN,3,,157100,166892
-117.99,33.88,25,3401,509,1503,498,6.6704,,<1H OCEAN,5,,240600,323441.04
-118.26,34.23,33,1805,303,838,301,5.4306,,<1H OCEAN,4,,326600,277794
-120.97,37.67,31,1648,293,792,294,2.4,,INLAND,2,,121500,115205
-117.81,34.01,12,9197,1642,4332,1554,4.9589,,<1H OCEAN,4,,282100,236032
-118.51,34.19,38,2182,409,1141,379,4.2865,,<1H OCEAN,3,,221100,233142.01
-118.17,33.77,45,2508,797,1340,720,2.6786,,NEAR OCEAN,2,,191100,213328
-117.19,33.9,3,21060,3366,9623,2812,4.189,,INLAND,3,,143000,149856
-121.01,37.61,5,3655,696,2316,647,3.4703,,INLAND,3,,129300,134639
-119.69,34.42,17,1826,544,1325,532,1.2762,,<1H OCEAN,1,,253600,222325.01
-118.27,33.93,41,570,135,466,121,2.6458,,<1H OCEAN,2,,91300,124761
-117.81,33.73,19,5471,1345,2828,1247,3.5719,,<1H OCEAN,3,,252800,169785
-118.9,34.3,13,5591,1013,3188,971,5.5925,,<1H OCEAN,4,,208600,295510.02
-117.14,32.76,24,3523,991,1775,873,2.1273,,NEAR OCEAN,2,,142300,146596
-117.27,34.42,9,5643,1005,3166,957,3.2077,,INLAND,3,,93300,106498
-122.06,37.35,31,1795,281,872,282,8.0599,,<1H OCEAN,5,,381800,479097.65
-118.12,33.83,44,1712,314,691,293,4.3594,,<1H OCEAN,3,,221300,254304
-118.84,34.11,12,7508,1058,2484,965,5.8788,,NEAR OCEAN,4,,500001,352989.04
-120.6,35.11,17,2495,524,1292,501,2.2625,,<1H OCEAN,2,,153000,138684
-119.77,36.76,40,2009,519,2219,505,1.2101,,INLAND,1,,49100,53303
-117.81,33.84,17,4343,515,1605,484,10.5981,,<1H OCEAN,5,,460100,457952.5
-117.05,32.68,19,1469,275,1010,292,3.5664,,NEAR OCEAN,3,,150400,132207
-117.94,33.92,32,1053,207,1038,222,4.6696,,<1H OCEAN,4,,165500,169136
-119.63,34.42,42,1765,263,753,260,8.5608,,<1H OCEAN,5,,500001,496746.93
-121.56,39.51,47,1064,245,603,190,1.3654,,INLAND,1,,57900,58025
-117.96,33.83,34,982,148,498,156,6.3214,,<1H OCEAN,5,,220800,268646.01
-118.16,34.09,36,3334,920,2881,800,2.1696,,<1H OCEAN,2,,170800,173092
-117.06,32.81,17,3939,550,1694,553,6.7927,,<1H OCEAN,5,,234700,291572
-119.83,34.44,35,796,281,567,257,2.1389,,NEAR OCEAN,2,,260000,243702.01
-118.44,34.22,39,1529,344,913,314,3.325,,<1H OCEAN,3,,178200,186766
-122,38.83,26,272,49,194,52,3.4187,,INLAND,3,,98400,131038
-118.45,34.25,34,2094,380,1207,380,5.2801,,<1H OCEAN,4,,212300,222616
-118.18,34.09,44,1688,426,1605,384,3.3785,,<1H OCEAN,3,,184900,177704
-122.41,37.75,9,1282,334,1176,305,2.6538,,NEAR BAY,2,,206300,223026.02
-119.02,36.05,22,2078,431,1336,456,2.2202,,INLAND,2,,65200,62107
-121.79,38.69,23,1755,321,1061,313,2.8864,,INLAND,2,,103100,112924
-117.66,34.15,25,3430,485,1284,438,8.5282,,INLAND,5,,360100,351384.08
-117.76,34.05,36,2910,819,3055,782,1.9029,,INLAND,2,,98000,114211
-121.78,37.69,34,2358,498,1157,461,3.3618,,INLAND,3,,174600,158779
-121.38,38.59,36,2253,434,1018,426,3.2596,,INLAND,3,,98700,118391
-117.87,33.92,17,4575,764,2054,737,6.0571,,<1H OCEAN,5,,272400,299936.01
-117.13,33.14,12,2258,456,1147,433,4.0495,,<1H OCEAN,3,,153900,171514
-122.33,37.98,3,2850,544,1024,515,6.0115,,NEAR BAY,5,,175000,305072.01
-118.18,34.13,52,2228,475,1311,452,3.5341,,<1H OCEAN,3,,182100,210318
-121.83,37.27,14,2855,380,1420,383,6.6712,,<1H OCEAN,5,,311500,336209.06
-120.76,38.65,17,2319,430,1126,372,3.5511,,INLAND,3,,155900,147516
-121.24,37.97,47,886,196,517,188,2.1991,,INLAND,2,,67200,93053
-122.11,37.7,29,1298,306,835,338,2.3274,,NEAR BAY,2,,170400,186166.01
-117.14,32.9,16,3217,,2054,687,4.2234,,<1H OCEAN,3,,162100,170831
-121.47,38.56,52,889,162,273,145,3.125,,INLAND,3,,85600,159244
-118.21,33.9,43,1810,357,1335,358,3.1189,,<1H OCEAN,3,,118800,147153
-117.93,33.75,24,1380,339,1472,304,4.2219,,<1H OCEAN,3,,162800,170987
-122.24,37.75,45,891,,384,146,4.9489,,NEAR BAY,4,,247100,276601.02
-117.22,33.81,4,9911,1946,5145,1661,3.4237,,INLAND,3,,113700,142251
-118.03,33.83,25,768,195,529,184,3.175,,<1H OCEAN,3,,132800,221980
-118.31,34.01,39,2073,566,1246,547,2.0417,,<1H OCEAN,2,,117100,132242
-117.23,33.23,13,2899,657,1946,579,2.9875,,<1H OCEAN,2,,172000,142916
-122.93,38.02,28,1284,265,628,219,3.5469,,NEAR OCEAN,3,,200000,255100
-121.45,38.69,32,2962,526,1542,521,2.2243,,INLAND,2,,89200,93939
-122.01,37.4,24,1297,297,441,282,3.1439,,<1H OCEAN,3,,47500,205840.02
-121.47,38.51,52,20,4,74,9,3.625,,INLAND,3,,80000,287758.37
-121.44,37.76,5,7264,1285,3670,1146,5.0443,,INLAND,4,,194800,185012
-122.57,37.99,45,2404,425,926,400,4.9674,,NEAR BAY,4,,320100,340302.11
-122.13,37.4,29,6027,1195,2687,1171,5.1335,,NEAR BAY,4,,461200,359282.09
-118.3,34.17,16,1353,398,1211,357,3.1551,,<1H OCEAN,3,,205000,209250.01
-117.29,34.13,52,2424,528,1171,455,1.4815,,INLAND,1,,77900,79794
-122.05,37.36,34,2400,419,1017,384,4.1369,,<1H OCEAN,3,,316900,297106.01
-118.15,33.8,44,1886,399,1167,372,3.1042,,NEAR OCEAN,3,,219800,215945
-118,33.81,17,1530,404,883,344,2.8835,,<1H OCEAN,2,,196500,179169
-117.96,33.76,22,2520,556,2126,527,3.7734,,<1H OCEAN,3,,193900,176826
-118.11,34.14,52,2401,332,810,308,6.0948,,<1H OCEAN,5,,358700,436549.1
-120.69,38.44,13,1473,265,597,228,4.2917,,INLAND,3,,121300,153686
-117.04,32.98,16,1332,196,640,193,6.0226,,<1H OCEAN,5,,192900,217708
-122.4,37.6,30,5351,1134,2558,1074,3.5817,,NEAR OCEAN,3,,369300,330646.06
-118.6,34.23,19,8866,2355,5005,2194,3.2564,,<1H OCEAN,3,,230300,223535
-118.5,34.15,33,3104,387,1111,376,13.4196,,<1H OCEAN,5,,500001,500001
-118.32,33.9,37,1664,401,1316,409,3.0526,,<1H OCEAN,3,,216400,189656
-122.64,41.73,36,3319,664,1492,631,1.8694,,INLAND,2,,71200,59096
-117.97,33.77,25,1295,417,856,342,2.7157,,<1H OCEAN,2,,350000,191078
-118.09,33.9,37,1147,258,742,242,4.0461,,<1H OCEAN,3,,153500,173564
-120.75,37.37,32,1656,317,1037,286,2.4964,,INLAND,2,,88800,90197
-121.39,36.16,28,1057,249,288,130,3.0526,,NEAR OCEAN,3,,146900,281442.07
-122.3,37.91,39,2686,569,1159,559,2.9441,,NEAR BAY,2,,200400,190406
